Sample	PC1	PC2	PC3	PC4	PC5	Celltype..Original.	Consortia	Library	CellType..Condensed.
R_ENCBS516CJQ	0.109752495117509	-0.0494311856721379	0.0699992954732898	0.0606250523727699	0.0371902223473383	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
E_374AAA	-0.00362270510297215	0.0524407083161529	-0.0119207981835508	0.0143141568153827	0.074691822904809	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
R_ENCBS407ALA	0.0278437316485374	0.0715592402857993	0.0280024659492068	0.028510973078765	-0.0871380209962493	Heart	Roadmap	Single	Heart
E_485ENC	0.0196924191732839	0.0675298140587578	-0.0119756785623346	0.0302211382197827	0.0699606931180169	Hematopoietic Multipotent Progenitor Cell	ENCODE	Single	Hematopoietic Multipotent Progenitor Cell
R_ENCBS011TVS	0.112238417306814	-0.0890637636882966	0.0245409502550459	0.0273566016863421	0.0913039728707499	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS281CNH	-0.0977760731792466	-0.0343451301098801	0.140784947937092	-0.0423858269219355	-0.0310121168385298	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
E_297CQV_291AAA_624XJG	-0.0297093321906053	0.0658879323570363	-0.0162184255114726	-0.045335531487915	0.0336301097993183	H7-Hesc	ENCODE	Single	H7-Hesc
B_S013M311	0.0379910417287659	0.119363795728907	0.0259037668999866	-0.0265579565020436	-0.0325051861654202	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
E_340AAA_936GPP_612ENC_613ENC	-0.0128778447720862	-0.0920834983462199	-0.0468860816118457	-0.0164115264342612	-0.0689786747101593	Fibroblast Of Lung	ENCODE	Single	Fibroblast
B_S00D4711	0.0446886259339338	0.124746050289987	0.0552465910308348	0.0199648493325151	-0.0229285940380648	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
B_S00XVL11	0.00986902327449805	0.123867448339242	0.0494447518729943	-0.0443408254360603	-0.0481381663745615	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
E_767POE_974EYF	-0.0531775086036898	-0.0506323595185612	-0.0802728861193552	0.0329707730001027	0.0335664715196455	Transverse Colon	ENCODE	Paired	Transverse Colon
R_ENCBS855RFN	-0.099177948601465	-0.0510931477971701	0.144100277372785	-0.0558073473651376	0.00400392104627762	Right Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS226ZND	0.00997201895997989	-0.071506071718726	0.0138391670718382	0.0161575793594323	-0.0344088456662586	Left Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS578HBL	-0.0495548110926525	-0.0473130731887165	-0.0429695410607981	-0.125708636838075	-0.0501372883116281	Stomach	Roadmap	Single	Stomach
E_044KWE	-0.0215407815605809	0.105530580175551	0.0282712049489305	0.0603239251435313	-0.0215318693087909	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
E_004ENC_008ENC	-0.0214216695115502	-0.0996603358207232	-0.0509346298355922	-0.0341538858095635	-0.0566291255307631	Fibroblast Of Lung	ENCODE	Single	Fibroblast
R_ENCBS517FUR	0.10885763876284	-0.0639060588142804	0.027446322990002	0.0243664225416708	0.105018654575164	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS145EYH	-0.0989478223862368	-0.0510227540275081	0.137681786541125	-0.0503328510900221	0.00728813723596464	Right Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS257BTU	-0.0954075300277794	-0.0191956588275278	0.151576845009186	-0.0271441211129298	-0.00272279355215462	Left Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS008QPC	0.0196910877123948	0.0214084748870532	-0.00528827766951342	-0.0459314486639571	0.0364154824785947	Psoas Muscle	Roadmap	Single	Psoas Muscle
B_S013QW11	0.0375588371814822	0.123090755882938	0.0388730396189762	0.0213097012321823	-0.00738388207445976	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS090AGL	0.0773767668024734	-0.00100723994506211	0.00449864173902956	0.0573829416075975	-0.0259936280945211	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
R_ENCBS610XAP	-0.0886864474063814	-0.0104354443873303	0.158702376526467	0.0169886378889832	0.00183679834161098	Left Kidney	Roadmap	Single	Kidney
B_S00D3911	0.0118287793914989	0.115620816582034	0.0570162658945509	0.0683109215703139	-0.0415111982918631	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
E_369AAA	0.00261697208115555	0.0496074796473915	-0.0195477732033352	0.0491093586987311	0.0923026675660576	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
R_ENCBS220QDW	-0.0422248259959309	-0.0222962175244974	-0.140785616462124	-0.114919534884418	0.0107521590566435	Stomach	Roadmap	Single	Stomach
R_ENCBS136EGD	0.119084109088097	-0.0831030873508086	0.0271571221682312	-0.00440560669430805	0.0520047762882107	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS054CPR	0.0573070607064828	0.107018882636088	-0.0172674949055953	0.0232927502135169	-0.0051547028372269	Thymus	Roadmap	Single	Thymus
R_ENCBS516MKG	-0.00600988213986993	-0.0488581569399424	-0.0215573306339346	0.106002856560033	-0.219297260371115	Left Lung	Roadmap	Single	Lung
B_C001UYB4	0.0489617853759576	-0.00848140259979299	0.0361566172407806	-0.0751082683405221	-0.00540292176392181	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
E_021ENC	-0.0305937440269067	-0.068849880108407	-0.04357884453107	-0.0348635418428986	-0.0543962050060497	Astrocyte	ENCODE	Single	Astrocyte
E_942WBM_724UYV	-0.0101444233077357	-0.0911912890812415	-0.0348565982322942	0.0997870064631181	0.0591480359257796	Adrenal Gland	ENCODE	Paired	Intestine
E_526EMC	-0.0187020198565972	-0.0874385047961886	-0.00236293544899617	-0.0527284552408779	-0.0441667668991087	Myotube	ENCODE	Single	Myotube
B_S00JRB11	0.0921621696506443	0.0431152170122154	0.0469216669123649	-0.0743973531996747	-0.0689990248421725	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
R_ENCBS405WVO	0.0271505505686055	0.0151679476019751	-0.0657896148664212	-0.0612275830381561	-0.0619863119266431	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
R_ENCBS142XDW	-0.098661029582139	-0.00733658652500659	0.146349658297864	-0.0128651701138495	0.00280337822378082	Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS183TBX	-0.0881941632804283	-0.035945289837801	0.155606072041514	-0.029401642769901	-0.0260236390961669	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS574MIZ	-0.0115779007060505	-0.0356092537134789	-0.034214742226013	0.09938741705644	-0.216566079704815	Left Lung	Roadmap	Single	Lung
B_S00XYF11	0.0205190757376761	0.141976655751142	0.0412135231287907	-0.00105000975651401	-0.0192528344997993	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
X4103	-0.10500880509766	0.0438695463821028	-0.0169133608796594	0.127620007727177	0.0994287837669484	Hepatocyte	DEEP	Paired	Hepatocyte
B_S00JQD11	0.0870490345028244	0.0147901484977555	0.0547530270127699	-0.0948502853144785	-0.0788059099710637	Macrophage	Blueprint	Single	Macrophage
B_S002R512	0.0227418481332276	0.0577768228698341	0.0128405879249341	0.00204569840447463	0.0390538952079377	Erythroblast	Blueprint	Paired	Erythroblast
E_0052WQU	-0.0282876299850882	-0.0859445128936215	-0.0397673312127599	-0.0270855398650211	-0.0585400770614581	Astrocyte	ENCODE	Single	Astrocyte
R_ENCBS827OFK	-0.0957078626027507	-0.0463521224678128	0.146781036640015	-0.0667612810584481	-0.00406032422467584	Right Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS892WJE	0.0866217153970934	-0.105441269382273	0.0297042276128984	0.00743528567297026	0.00861213686519227	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
B_S00C0J11	0.0883362367051963	-0.0345018438577616	0.0423929032735542	-0.088902863411232	-0.0414427532706151	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS479AOA	0.109125117589635	-0.10408861092947	0.0247422752632073	-0.0106832634405082	0.0595739255477217	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS645HGQ	0.117443337023947	-0.0482370647767782	0.0649330036254106	0.0737618884054828	0.0394173407129025	Muscle Of Back	Roadmap	Single	Muscle Of Back
B_S00D1D11	0.0610894182929956	0.106144832221468	0.0375938329885992	0.00508072632753251	-0.00228006478289844	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
B_C005VG11	0.0423997401535354	-0.0726055682147347	0.0454410578609895	-0.132395720239863	-0.017640196848992	Macrophage	Blueprint	Paired	Macrophage
