Sample	PC1	PC2	PC3	PC4	PC5	Celltype..Original.	Consortia	Library	CellType..Condensed.
R_ENCBS516CJQ	0.0707820936393288	-0.073575626304171	0.0562155165638778	-0.0630782968443494	0.0750738670099109	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
E_374AAA	0.0622569150503084	0.00331055370236794	0.0250684921215593	-0.0854498196064006	-0.132675670766328	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
R_ENCBS407ALA	0.070664787630039	-0.0572596718057124	0.0312980114650564	-0.0213684165006943	0.0319263736120671	Heart	Roadmap	Single	Heart
E_485ENC	0.066097975338793	0.0935432339347654	0.0424940879378728	0.00260154210111912	-0.0939648089508649	Hematopoietic Multipotent Progenitor Cell	ENCODE	Single	Hematopoietic Multipotent Progenitor Cell
R_ENCBS011TVS	0.0708838867561051	-0.0787586905964853	0.0564967429910684	-0.0603675006148544	0.0787921322885462	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS281CNH	0.0730437531154045	-0.0602552243693982	-0.0290283720062435	0.0730979921215262	-0.0271334134033407	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
E_297CQV_291AAA_624XJG	0.0650390912905368	0.00669649363898565	0.00912337984064512	-0.07695340737829	-0.121482479398527	H7-Hesc	ENCODE	Single	H7-Hesc
B_S013M311	0.0673455068819778	0.0793049720380624	0.0579775988383342	0.0721782172723605	0.00939575852262499	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
E_340AAA_936GPP_612ENC_613ENC	0.0690303397316736	-0.0052722699797178	0.00206822659607159	-0.135517693904117	-0.0474233749978058	Fibroblast Of Lung	ENCODE	Single	Fibroblast
B_S00D4711	0.0665651769039618	0.122775991617421	0.0420783853784877	0.0290489254354872	-0.014169904508144	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
B_S00XVL11	0.0675345290097953	0.107639117121254	0.0429983430397045	0.014868720367156	-0.0347197061808042	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
E_767POE_974EYF	0.0656157669025106	0.0336318603066515	-0.0664723646937091	0.0071421027597694	-0.0766500176209346	Transverse Colon	ENCODE	Paired	Transverse Colon
R_ENCBS855RFN	0.0729915462481642	-0.063619812525966	-0.0222228715756489	0.0742518587729011	-0.038298290408347	Right Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS226ZND	0.0724667060348486	-0.0630127288875955	0.0180233770433291	0.0215110498434164	-0.00364021948544237	Left Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS578HBL	0.0627654979996678	-0.0241963166012978	-0.0414417161139534	0.021960770584814	0.0539656229857472	Stomach	Roadmap	Single	Stomach
E_044KWE	0.0648592593644952	0.0167176755538424	0.0155145903541681	-0.0534598008884404	-0.15799385585584	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
E_004ENC_008ENC	0.0694266946426531	-0.00910246116547772	0.00296695920289177	-0.128594576441643	-0.0540704915465084	Fibroblast Of Lung	ENCODE	Single	Fibroblast
R_ENCBS517FUR	0.0711622252039194	-0.0761037423641183	0.0550864382011457	-0.047722110517436	0.0703826803643076	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS145EYH	0.0731367129911559	-0.0625082527660389	-0.0199432775992062	0.0772950281579883	-0.0394447680180876	Right Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS257BTU	0.0731715177951679	-0.0623473807549997	-0.0191083575300972	0.076019238092504	-0.0394590015449947	Left Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS008QPC	0.0661738956399871	-0.0191252989066291	0.00277833010004479	-0.0987018237786561	0.0888798899034697	Psoas Muscle	Roadmap	Single	Psoas Muscle
B_S013QW11	0.066680454702165	0.11334666709631	0.0486232884297295	0.0279872131734028	-0.0383703851152888	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS090AGL	0.0721040190235271	-0.0649825846721814	0.0484111497904129	-0.00264816586582063	0.0394884718568949	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
R_ENCBS610XAP	0.0729646876291387	-0.0576005266440226	-0.017211475863528	0.0819551235536986	-0.0522068704273919	Left Kidney	Roadmap	Single	Kidney
B_S00D3911	0.0667166327430744	0.104397511254068	0.0398451145445543	0.0209505412566899	-0.0714503485993433	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
E_369AAA	0.0620872950405038	0.00407254583123829	0.0242584155032393	-0.0748272039285927	-0.145836632110631	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
R_ENCBS220QDW	0.0718917636441229	-0.0582170678913588	-0.0217966452898897	0.0789307400684676	0.00406357411769747	Stomach	Roadmap	Single	Stomach
R_ENCBS136EGD	0.0711816917357454	-0.0726022559816959	0.0637096999768128	-0.0555184295089826	0.0848030937540022	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS054CPR	0.0716431739604693	0.012472530699326	0.0459051616174507	0.0746596089826239	0.00660262630771717	Thymus	Roadmap	Single	Thymus
R_ENCBS516MKG	0.0734145104430436	-0.0525149083034882	0.0123521376259434	0.0555066813051396	-0.0314525239004803	Left Lung	Roadmap	Single	Lung
B_C001UYB4	0.0627138016074785	0.123382982306066	0.025456316737779	0.0329308484506764	0.0787415683905524	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
E_021ENC	0.0668001629287779	-0.00119269688185112	0.00783504438945488	-0.145604243638941	-0.0822072506409897	Astrocyte	ENCODE	Single	Astrocyte
E_942WBM_724UYV	0.0685976795235873	0.019050008313503	-0.0369811362874046	-0.0736798555049178	-0.0479320509130092	Adrenal Gland	ENCODE	Paired	Intestine
E_526EMC	0.0672304971819835	-0.00926814686482941	0.0136549176864744	-0.197630537299008	-0.0143540032425263	Myotube	ENCODE	Single	Myotube
B_S00JRB11	0.0659823250686437	0.0829346839019346	0.0169614770209787	0.0454587730000148	0.157178735674938	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
R_ENCBS405WVO	0.0711683665827166	-0.0501129793874806	0.028688974612702	-0.0629486325921061	0.00433880162561495	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
R_ENCBS142XDW	0.0729698169729594	-0.0582359601893912	-0.0213681038682105	0.085370733474837	-0.0500850880426289	Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS183TBX	0.0729951659095697	-0.05838977489145	-0.0210828239885003	0.073585069280733	-0.0344370580992477	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS574MIZ	0.0733384606856255	-0.053573558689684	0.0109691214205905	0.0590635387090835	-0.0324819727437898	Left Lung	Roadmap	Single	Lung
B_S00XYF11	0.067323100161724	0.108074108154363	0.0498005498249556	0.0226091688550673	-0.0540151680333865	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
X4103	0.057605704701717	0.0388961092451506	-0.251846463745365	-0.0498300552907745	0.0474418248410686	Hepatocyte	DEEP	Paired	Hepatocyte
B_S00JQD11	0.0659326918942259	0.0797515580279195	0.01609684148964	0.0505990447672634	0.164420062789535	Macrophage	Blueprint	Single	Macrophage
B_S002R512	0.0664247824128173	0.0871170941695558	0.0309191070906051	-0.00712047641979938	-0.0390348915384659	Erythroblast	Blueprint	Paired	Erythroblast
E_0052WQU	0.0665738742756265	0.000607719598258883	0.0100206358250355	-0.146172688836596	-0.0865500868132103	Astrocyte	ENCODE	Single	Astrocyte
R_ENCBS827OFK	0.073096070854939	-0.064268108478001	-0.0168836428982745	0.0711286937689807	-0.0381357838756593	Right Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS892WJE	0.0717454423222121	-0.0757748504696663	0.0532483134262314	-0.0466455948397105	0.0651780149868987	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
B_S00C0J11	0.0662478022879119	0.0772624474078937	0.0138189367748338	0.0225942249648793	0.151957756178356	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS479AOA	0.0704784049554537	-0.0816637911913602	0.0608345493427214	-0.0646898942864326	0.08259315852209	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS645HGQ	0.0710633744035524	-0.073328263683086	0.0610979010173719	-0.0621881955624472	0.0668809327645508	Muscle Of Back	Roadmap	Single	Muscle Of Back
B_S00D1D11	0.0661038690844982	0.126364979556557	0.0392282574705378	0.0350332542697604	0.00952779436007987	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
B_C005VG11	0.0657279057528299	0.101882252528856	0.000939420273712674	-0.0256829541841487	0.105532230104838	Macrophage	Blueprint	Paired	Macrophage
