names	tissues	correlation	ontology	similarity.measure	expr.distance	status
592	SRR1375721_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
593	SRR1375866_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
594	SRR1376476_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
595	SRR1376497_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
596	SRR1376807_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
597	SRR1376830_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
598	SRR1376852_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
599	SRR1377557_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
600	SRR1377578_Kidney_Cortex	kidney	0.75542170795445	Cosine	Spearman	Spearman	log2
601	SRR1377949_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
602	SRR1377967_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
603	SRR1378262_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
604	SRR1378707_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
605	SRR1378924_Colon_Sigmoid	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
606	SRR1379157_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
607	SRR1379279_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
608	SRR1379426_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
609	SRR1379471_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
610	SRR1380163_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
611	SRR1380806_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
612	SRR1380931_Kidney_Cortex	kidney	0.75542170795445	Cosine	Spearman	Spearman	log2
613	SRR1381247_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
614	SRR1381396_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
615	SRR1381414_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
616	SRR1382461_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
617	SRR1382553_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
618	SRR1382639_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
619	SRR1383283_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
620	SRR1383674_Colon_Transverse	colon	0.538487232070256	Cosine	Spearman	Spearman	log2
621	SRR1383763_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
622	SRR1384049_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
623	SRR1385672_Colon_Transverse	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
624	SRR1386753_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
625	SRR1386910_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
626	SRR1387113_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
627	SRR1387286_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
628	SRR1387397_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
629	SRR1387724_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
630	SRR1388046_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
631	SRR1388214_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
632	SRR1388437_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
633	SRR1388722_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
634	SRR1388788_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
635	SRR1388913_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
636	SRR1389366_Colon_Transverse	colon	0.538487232070256	Cosine	Spearman	Spearman	log2
637	SRR1389384_Liver	liver	0.0691509716231457	Cosine	Spearman	Spearman	log2
638	SRR1389868_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
639	SRR1389932_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
640	SRR1390094_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
641	SRR1390179_Colon_Transverse	colon	0.579948009276494	Cosine	Spearman	Spearman	log2
642	SRR1390265_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
643	SRR1390289_Colon_Transverse	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
644	SRR1390499_Liver	liver	0.0691509716231457	Cosine	Spearman	Spearman	log2
645	SRR1390540_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
646	SRR1391678_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
647	SRR1391700_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
648	SRR1392007_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
649	SRR1392030_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
650	SRR1392097_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
651	SRR1392456_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
652	SRR1393428_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
653	SRR1393470_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
654	SRR1393529_Colon_Transverse	colon	0.538487232070256	Cosine	Spearman	Spearman	log2
655	SRR1394384_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
656	SRR1394655_Thyroid	thyroid	0.830348044962321	Cosine	Spearman	Spearman	log2
657	SRR1394872_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
658	SRR1394894_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
659	SRR1395682_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
660	SRR1395788_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
661	SRR1395999_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
662	SRR1396146_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
663	SRR1396270_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
664	SRR1396570_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
665	SRR1396700_Kidney_Cortex	kidney	0.852413424269537	Cosine	Spearman	Spearman	log2
666	SRR1396742_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
667	SRR1397292_Colon_Transverse	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
668	SRR1397649_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
669	SRR1397781_Colon_Sigmoid	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
670	SRR1397861_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
671	SRR1397885_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
672	SRR1398251_Prostate	prostate	-0.22428124646044	Cosine	Spearman	Spearman	log2
673	SRR1398272_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
674	SRR1398686_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
675	SRR1398815_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
676	SRR1398971_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
677	SRR1399113_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
678	SRR1399291_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
679	SRR1399457_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
680	SRR1400008_Colon_Sigmoid	colon	0.538487232070256	Cosine	Spearman	Spearman	log2
681	SRR1400100_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
682	SRR1400489_Colon_Sigmoid	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
683	SRR1401774_Colon_Sigmoid	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
684	SRR1402027_Colon_Transverse	colon	0.538487232070256	Cosine	Spearman	Spearman	log2
685	SRR1402261_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
686	SRR1402590_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
687	SRR1402922_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
688	SRR1403434_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
689	SRR1403544_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
690	SRR1403853_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
691	SRR1404044_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
692	SRR1404186_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
693	SRR1404227_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
694	SRR1404362_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
695	SRR1404384_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
696	SRR1404461_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
697	SRR1404931_Thyroid	thyroid	0.830348044962321	Cosine	Spearman	Spearman	log2
698	SRR1404951_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
699	SRR1404988_Thyroid	thyroid	0.830348044962321	Cosine	Spearman	Spearman	log2
700	SRR1405054_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
701	SRR1405311_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
702	SRR1405461_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
703	SRR1405921_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
704	SRR1406307_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
705	SRR1406394_Colon_Sigmoid	colon	0.538487232070256	Cosine	Spearman	Spearman	log2
706	SRR1406478_Colon_Sigmoid	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
707	SRR1406502_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
708	SRR1406709_Colon_Sigmoid	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
709	SRR1407000_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
710	SRR1407018_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
711	SRR1407179_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
712	SRR1407273_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
713	SRR1407693_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
714	SRR1408512_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
715	SRR1408633_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
716	SRR1408703_Prostate	prostate	0.804489937743745	Cosine	Spearman	Spearman	log2
717	SRR1409046_Colon_Transverse	colon	0.538487232070256	Cosine	Spearman	Spearman	log2
718	SRR1409326_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
719	SRR1409721_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
720	SRR1409790_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
721	SRR1409875_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
722	SRR1410404_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
723	SRR1410469_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
724	SRR1410550_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
725	SRR1410634_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
726	SRR1410699_Colon_Sigmoid	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
727	SRR1410720_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
728	SRR1411002_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
729	SRR1412969_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
730	SRR1413008_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
731	SRR1413032_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
732	SRR1413262_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
733	SRR1413851_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
734	SRR1414185_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
735	SRR1414332_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
736	SRR1414356_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
737	SRR1414471_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
738	SRR1414515_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
739	SRR1414637_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
740	SRR1414792_Liver	liver	0.0691509716231457	Cosine	Spearman	Spearman	log2
741	SRR1415173_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
742	SRR1415195_Thyroid	thyroid	0.830348044962321	Cosine	Spearman	Spearman	log2
743	SRR1415274_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
744	SRR1415660_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
745	SRR1415854_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
746	SRR1415980_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
747	SRR1416455_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
748	SRR1416516_Kidney_Cortex	kidney	0.75542170795445	Cosine	Spearman	Spearman	log2
749	SRR1416636_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
750	SRR1418262_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
751	SRR1418492_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
752	SRR1418650_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
753	SRR1418688_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
754	SRR1419211_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
755	SRR1419495_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
756	SRR1419593_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
757	SRR1419848_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
758	SRR1419941_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
759	SRR1420129_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
760	SRR1420391_Colon_Transverse	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
761	SRR1420413_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
762	SRR1420538_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
763	SRR1420649_Kidney_Cortex	kidney	0.75542170795445	Cosine	Spearman	Spearman	log2
764	SRR1421159_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
765	SRR1421223_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
766	SRR1430088_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
767	SRR1430703_Colon_Sigmoid	colon	-0.0601545125496712	Cosine	Spearman	Spearman	log2
768	SRR1430839_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
769	SRR1430928_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
770	SRR1431139_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
771	SRR1431248_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
772	SRR1431552_Thyroid	thyroid	0.830348044962321	Cosine	Spearman	Spearman	log2
773	SRR1431991_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
774	SRR1432014_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
775	SRR1432165_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
776	SRR1432231_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
777	SRR1432650_Kidney_Cortex	kidney	0.75542170795445	Cosine	Spearman	Spearman	log2
778	SRR1432783_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
779	SRR1433066_Kidney_Cortex	kidney	0.852413424269537	Cosine	Spearman	Spearman	log2
780	SRR1433311_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
781	SRR1433329_Prostate	prostate	0.804489937743745	Cosine	Spearman	Spearman	log2
782	SRR1433476_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
783	SRR1433708_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
784	SRR1433729_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
785	SRR1433902_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
786	SRR1434182_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
787	SRR1434228_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
788	SRR1434545_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
789	SRR1434631_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
790	SRR1434689_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
791	SRR1434760_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
792	SRR1434910_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
793	SRR1435113_Thyroid	thyroid	0.463876702144645	Cosine	Spearman	Spearman	log2
794	SRR1435667_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
795	SRR1435730_Kidney_Cortex	kidney	0.75542170795445	Cosine	Spearman	Spearman	log2
796	SRR1436021_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
797	SRR1436042_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
798	SRR1436228_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
799	SRR1436280_Colon_Sigmoid	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
800	SRR1436515_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
801	SRR1436583_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
802	SRR1436629_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
803	SRR1437056_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
804	SRR1437143_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
805	SRR1437163_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
806	SRR1437274_Kidney_Cortex	kidney	0.75542170795445	Cosine	Spearman	Spearman	log2
807	SRR1437514_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
808	SRR1437598_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
809	SRR1439697_Colon_Transverse	colon	0.579948009276494	Cosine	Spearman	Spearman	log2
810	SRR1440467_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
811	SRR1440584_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
812	SRR1440625_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
813	SRR1440809_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
814	SRR1441178_Prostate	prostate	0.691232969613731	Cosine	Spearman	Spearman	log2
815	SRR1441483_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
816	SRR1441631_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
817	SRR1441768_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
818	SRR1441804_Prostate	prostate	0.283431339639793	Cosine	Spearman	Spearman	log2
819	SRR1441913_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
820	SRR1442440_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
821	SRR1442612_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
822	SRR1442708_Kidney_Cortex	kidney	0.0601545125496712	Cosine	Spearman	Spearman	log2
823	SRR1443092_Kidney_Cortex	kidney	0.75542170795445	Cosine	Spearman	Spearman	log2
824	SRR1443137_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
825	SRR1443399_Colon_Sigmoid	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
826	SRR1443419_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
827	SRR1443695_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
828	SRR1443776_Liver	liver	0.0691509716231457	Cosine	Spearman	Spearman	log2
829	SRR1443800_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
830	SRR1444043_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
831	SRR1444083_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
832	SRR1444523_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
833	SRR1444701_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
834	SRR1444978_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
835	SRR1445218_Liver	liver	0.0691509716231457	Cosine	Spearman	Spearman	log2
836	SRR1445426_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
837	SRR1445765_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
838	SRR1445835_Kidney_Cortex	kidney	0.75542170795445	Cosine	Spearman	Spearman	log2
839	SRR1446114_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
840	SRR1446203_Liver	liver	0.0691509716231457	Cosine	Spearman	Spearman	log2
841	SRR1446265_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
842	SRR1446606_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
843	SRR1446716_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
844	SRR1447325_Thyroid	thyroid	0.463876702144645	Cosine	Spearman	Spearman	log2
845	SRR1447481_Colon_Transverse	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
846	SRR1447547_Liver	liver	0.0691509716231457	Cosine	Spearman	Spearman	log2
847	SRR1447631_Kidney_Cortex	kidney	0.852413424269537	Cosine	Spearman	Spearman	log2
848	SRR1451857_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
849	SRR1452222_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
850	SRR1452888_Kidney_Cortex	kidney	0.75542170795445	Cosine	Spearman	Spearman	log2
851	SRR1453005_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
852	SRR1453434_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
853	SRR1453747_Colon_Sigmoid	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
854	SRR1453787_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
855	SRR1454031_Colon_Sigmoid	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
856	SRR1454265_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
857	SRR1454498_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
858	SRR1454821_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
859	SRR1455104_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
860	SRR1455413_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
861	SRR1455436_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
862	SRR1455653_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
863	SRR1455741_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
864	SRR1455878_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
865	SRR1456051_Liver	liver	0.756543518527302	Cosine	Spearman	Spearman	log2
866	SRR1456093_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
867	SRR1456208_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
868	SRR1456250_Colon_Sigmoid	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
869	SRR1456548_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
870	SRR1456591_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
871	SRR1456611_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
872	SRR1456711_Kidney_Cortex	kidney	0.75542170795445	Cosine	Spearman	Spearman	log2
873	SRR1456771_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
874	SRR1457080_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
875	SRR1457197_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
876	SRR1457336_Colon_Sigmoid	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
877	SRR1457925_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
878	SRR1457972_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
879	SRR1458198_Prostate	prostate	0.283431339639793	Cosine	Spearman	Spearman	log2
880	SRR1458380_Colon_Sigmoid	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
881	SRR1458506_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
882	SRR1458529_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
883	SRR1458574_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
884	SRR1459324_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
885	SRR1459465_Prostate	prostate	0.0390872627412995	Cosine	Spearman	Spearman	log2
886	SRR1459697_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
887	SRR1460235_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
888	SRR1460409_Prostate	prostate	0.739553984348238	Cosine	Spearman	Spearman	log2
889	SRR1464353_Thyroid	thyroid	0.941927500651504	Cosine	Spearman	Spearman	log2
890	SRR1464432_Colon_Transverse	colon	0.206984422867488	Cosine	Spearman	Spearman	log2
891	SRR1464812_Colon_Sigmoid	colon	0.420640766994249	Cosine	Spearman	Spearman	log2
892	SRR1464897_Colon_Transverse	colon	0.225451300242604	Cosine	Spearman	Spearman	log2
893	SRR1465153_Thyroid	thyroid	0.830348044962321	Cosine	Spearman	Spearman	log2
