names	tissues	correlation	ontology	similarity.measure	expr.distance	status	Batch
3774	ef1cab48-41f3-4692-89e5-ae89954fc7d0	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3775	7d2e5b02-e612-431f-8feb-319c9cbe49ee	Colon	0.0637964477431068	Cosine	Pearson	Spearman	Original	TCGA
3776	79bc9881-8c55-4f95-a411-80b673a01714	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3777	d5a6a62f-dd54-4a39-8b28-48d84f624ae9	Colon	0.0637964477431068	Cosine	Pearson	Spearman	Original	TCGA
3778	829055b6-97cb-4292-b958-f5d81c35d33f	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3779	f68bae9b-0857-4c32-ad93-b622fa02e854	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3780	8cab111e-b60c-49a0-b2f5-198a624d9508	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3781	71d55417-894f-4110-863a-e7426bd9ddbd	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3782	e8507b09-1ec7-41aa-b060-ea6a615bbc7c	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3783	d85a97d8-7563-4c65-8bdb-4997f27b99f5	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3784	3f6b364a-2f65-48df-806f-7863d1406888	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3785	020507f5-7252-4d3f-8c83-88c1b62495b6	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3786	fbaff08e-7ffb-4885-8f03-5fe930826be8	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3787	9df1484d-53b6-4818-8a65-d5e96b21939f	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3788	98c7246c-1c1e-42c7-b46a-5b4309f0417a	Colon	0.496892315525595	Cosine	Pearson	Spearman	Original	TCGA
3789	4cd06e9c-19ea-47e8-9151-aeb05d10f2f7	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3790	e318ad6e-c493-4927-932e-fc5a08c4254e	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3791	3d5f28ff-3c05-4152-8d5b-734f787fff57	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3792	4b48c105-f600-444d-9bf7-1e07fbc397fe	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3793	faa60e81-d90a-435c-858b-088e5266125b	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3794	e7ab8f3a-a46a-4ca7-b18a-d8923a35654b	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3795	18f4b2da-6f92-4c19-950e-ef25ce3770f8	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3796	6526ac77-bfba-42ae-95c2-8af68574e1b9	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3797	645432aa-923e-4a8e-ac69-def712c0f35a	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3798	7e167bfc-b521-4c44-a2f7-2be14277e043	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3799	537931c2-f26b-486c-ad6d-2c83c30407b3	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3800	5219dc09-7e7d-4de5-8238-0d339b601ba0	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3801	dd3a3f65-1cc0-417a-9617-7e6b79e7d32a	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3802	ce354b78-d34a-4b4c-8afe-d73c8f4dede3	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3803	71cfd0f0-2601-4683-8a25-f94bfe0356c3	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3804	be0d7a1a-2d73-4885-8583-7773955fdf8b	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3805	753c29d9-426d-42e0-87f5-e6a1f825b01d	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3806	5a6babef-ba5b-422d-9167-0f2420ebaf92	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3807	be1834c4-18d5-4bc5-b3c5-4dcf6a7dac8a	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3808	b6149ec7-7fe6-4132-aa75-15aabde70891	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3809	d82c737d-d5fa-4161-8fda-669330e05843	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3810	66b0260b-f242-4eea-9c9f-a96e1ec7f0f9	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3811	ecff4736-f978-49c7-b9d1-f687e412539e	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3812	535a3fd8-d19c-4be0-9bb1-f355ff603eba	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3813	907b9283-7442-45dc-a7e3-a0269ca718df	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3814	5acbffeb-8253-4d33-a5ac-ada88d28844f	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3815	4d914e3a-2de6-415b-8b63-87bbfc432123	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3816	e360d80a-6659-4cc7-9d68-c7c269446a3e	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3817	ef1fa21e-c178-4ae1-8eac-79cdd053843d	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3818	bca4fe3e-c8d2-47e8-9870-e5a2b920d281	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3819	a6b8f6d7-e0a7-4f89-b34a-8d6c55d4695f	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3820	35bec928-f765-42f7-a80b-3cbd71431528	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3821	b82d7727-1d38-4173-b64b-0c15bd220871	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3822	99a7792c-a62d-4fcd-b6c5-e466fc5e4b94	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3823	1f47fb2d-a483-45eb-991b-02ed99da091c	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3824	8b1d362c-045e-4fb6-8992-1d3d99f82619	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3825	076374d6-e55c-4dc2-8990-b0e3fae60e3f	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3826	05ad38ba-4b3e-4e51-bd1c-08b706b65bbd	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3827	38eb3899-0fcd-421e-ad83-736416019a22	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3828	dc530ff4-0916-4a55-8881-148227cb35d7	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3829	05454bd8-69b8-425b-8afe-e9d93b9d826b	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3830	d18a0c93-49e2-4506-bf54-903e0bb3c126	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3831	27c6c3d1-9394-4af3-986c-8ed473156c1c	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3832	6334301a-810a-47b9-b68c-bbaaa69ab55a	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3833	c97a7e7b-7dfe-4cf8-90d9-edee4935b920	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3834	495ad335-b150-43d8-a9fd-fbca498174c4	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3835	30fcd3af-89aa-4d89-b08a-ba8e02e56777	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3836	fac2ca20-7e78-4419-9a54-ecff11d822f0	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3837	a8ad3b07-9c6a-4d21-8080-637214f1c74d	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3838	967d45e2-df8a-4335-86e1-3b95ae9b11cc	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3839	51ad1c34-2980-4ded-963a-1f26ef4568dc	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3840	27de692c-d99f-41aa-b72b-c12b3dbf822b	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3841	ce2e10c2-5da9-461d-9734-36ee56e8323c	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3842	14220821-73de-471c-9273-5cc580460cf8	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3843	a2f13b57-87f9-4829-9fb1-48b12b5aaf7e	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3844	4f393fa9-5ea8-4edf-9e6a-3fb1bdb73a7d	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3845	a16d416c-0b48-4d74-9e50-61de9443213d	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3846	77114b87-1aa9-4463-b4e4-d9c48f4b54ab	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3847	ec470383-4d0c-4c78-bfb0-ac3e48f1f912	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3848	fbb55713-2bfe-441e-a2c4-9d55e4d5a6fa	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3849	6f7f714e-eeac-4543-be78-b623e87fbb68	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3850	fbc7831d-0f1a-4039-b6f0-dc8c18691f95	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3851	53bd3490-5444-4600-9c5e-6a76ce353e20	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3852	70982ee2-bde9-44b9-adb1-9f6818c0273c	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3853	a586f61a-f3a4-4cd3-98dd-2cf6febb3f12	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3854	a5881e05-7b6f-4f21-887f-8bf047fd59c4	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3855	90f28daf-d5ec-4365-bdc6-b80a54da20be	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3856	48ad15d2-001b-46fe-968e-02a489f75c04	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3857	b221334c-255e-4d65-a863-91048fd3cc95	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3858	858d0e9a-b806-4e85-9902-27e5c23c6bd1	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3859	ff5e0e5b-61bd-4bb8-bba3-5aebbe270ac0	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3860	8a1dac5b-326d-4751-93bf-095120bf26aa	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3861	870a795d-ea31-45cc-900d-7fe5b4892907	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3862	1c42d8b9-c0b4-4e8a-974c-dedb1151baf4	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3863	103c3f0e-d87e-4ae5-9727-d385c372c022	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3864	ff3cbb30-8e67-4797-b2f5-60effaea7c2c	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3865	e6847202-649f-4151-99c8-b687279dcc76	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3866	4dc682aa-f60b-4a7b-9cd6-8cd1a7fb184e	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3867	ae4e121c-4fe7-4061-a895-749ff3051c23	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3868	55b78844-e3c4-44a9-880a-c0769760ec21	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3869	66a2d196-082e-49c7-9735-f51c14f7c081	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3870	ca213b16-28d2-4df7-bf22-fe3c870666f2	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3871	ffc134c8-c99d-4bba-a3f6-6c801419482d	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3872	87ecdcb5-8ffa-4c6f-81cc-0520b773585a	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3873	d2bd13b0-1f12-4e2b-bad5-fb6cade55170	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3874	64f446c5-c59c-4861-b877-046694bd7275	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3875	399af442-eb1d-4941-a285-8f802e3eb6c5	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3876	3617842a-9e58-48a4-845b-fe6b77c28080	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3877	d1eb36a8-f60a-4301-bc66-23661f6c9c63	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3878	7b9a6064-8ce9-4c78-abfb-86df09c1dcb5	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3879	5ff46738-dcb3-461b-aae9-4e3e1352a8c7	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3880	d8dda9ba-694d-4b36-853a-6a7633e085ed	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3881	8715ee83-05d5-4c5d-8c58-0184e2cbdc5b	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3882	c822e89d-f2ff-4e44-a42c-ab9b062839a5	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3883	aa0b43e3-6275-42d0-973a-44b44a97bd15	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3884	68eacac1-d6bb-4228-b727-05296d14ab02	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3885	45bc336a-9d0b-41a8-8ee2-873a4f0426ba	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3886	3abc3c48-4eec-40e3-924d-69c9ae0e9a5b	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3887	ec24930d-e129-4d5e-a015-5cb525ceb11d	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3888	0345dde4-90c6-4c5e-ae82-562eccb652da	Liver	0.269682175919065	Cosine	Pearson	Spearman	Original	TCGA
3889	d97f5a6d-b249-4e5f-a795-826da68a9517	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3890	7ac6ad20-ab46-4a86-b29c-a719742fb468	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3891	4fdc7dba-5378-4695-8463-9812b8948868	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3892	31a1f707-c2c9-4805-aa51-89e324464c3f	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3893	a157f861-c9f7-46b3-9d8e-48ef37c8195d	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3894	d7945301-6b44-4579-9650-caa98c308d31	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3895	ecb2f76d-1fb8-437d-bca4-61c9b1e4213f	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3896	22d66330-656c-4273-8227-d85f0b1fdef9	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3897	e60eeed8-d0a1-4034-b9fd-13d09be9544e	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3898	31369a90-4bfc-46be-aa89-e9200a2ba05f	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3899	83dfcf75-8a73-4420-9481-8976feea935c	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3900	1dc1b123-b056-46b3-9394-7b5f46669e42	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3901	120ff28b-5864-40c4-8bad-a0dfc5deccd5	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3902	6ffd7e9c-4e23-467a-b15e-a60b460d5dfe	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3903	c8fff443-eaf2-4bbd-b35b-21381ce58acc	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3904	d4b92e41-4010-499f-85f1-8b0b9ac543c7	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3905	d63ffc84-195f-4f92-be9f-5d2f4819cdef	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3906	34352d3b-e331-4d37-9563-b753de9520f5	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3907	151b29a3-6007-4846-b66e-5b16cd97a332	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3908	b7a600ce-20a3-49ad-9e36-f6c95380be8d	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3909	f4cb1b96-1390-43e0-a5bc-aedc33001bea	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3910	c76f2d3b-89dd-4841-a780-be1635243ddf	Liver	0.269682175919065	Cosine	Pearson	Spearman	Original	TCGA
3911	e50a2ba2-1528-436f-b213-defec56f31cd	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3912	c1ff8bb8-477f-43d4-ad78-c598f2209dde	Liver	0.269682175919065	Cosine	Pearson	Spearman	Original	TCGA
3913	408eba20-77c3-42f0-b9ee-daad9ef47c8b	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3914	60474bdf-5ffd-4177-b1d9-11068bb38738	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3915	ab49b93a-27fb-45e1-9408-042b81070dd2	Liver	0.728805425429315	Cosine	Pearson	Spearman	Original	TCGA
3916	5d37bd37-c266-4b48-b848-dfc136c84bbb	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3917	bb9ecd73-ded7-4c4e-9674-d05647be7a22	Liver	0.269682175919065	Cosine	Pearson	Spearman	Original	TCGA
3918	846cd88d-06f3-4763-ba41-c8c8cdbc243b	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3919	09aa2ab3-fce3-479c-a38d-ad74432707b5	Prostate	-0.167679867177504	Cosine	Pearson	Spearman	Original	TCGA
3920	ee4b9ebd-ead7-484d-a524-bb15a123bffb	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3921	4072797f-5866-437f-bd35-f8fe5711343d	Prostate	-0.167679867177504	Cosine	Pearson	Spearman	Original	TCGA
3922	58440448-3d3a-46e5-b5a7-2ebf889f6e14	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3923	33044df7-ef6d-4971-892a-b9d34d77aa3a	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3924	b141e286-85b3-44a3-8b6b-9e173d886f93	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3925	b8f2c110-52de-4fe8-9a05-505733f2079c	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3926	ec902a34-3259-4914-bd9c-f012e2ce6744	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3927	8c27a2ab-0fc1-4b84-b254-78ec8b5f2ee1	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3928	0b6c4aa6-d347-4ab2-833c-058a79336af7	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3929	24b841b9-2b63-41fe-a997-79e4997d3e81	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3930	cf7dce37-c86e-4024-a057-73a8cd743d6d	Prostate	-0.167679867177504	Cosine	Pearson	Spearman	Original	TCGA
3931	0b98e30c-aee0-49af-bfc1-85525a5e6f39	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3932	73044fa0-f8ac-49c0-a5de-5a4597a32e00	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3933	3ba243d8-b966-4c1d-a0ff-8fd70553b14e	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3934	25afecda-c108-4068-ba81-2056f919fa93	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3935	60c855af-2b65-43e4-8810-1387defd5782	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3936	f88ebaed-87ff-4ae1-b50b-2f65df4c5619	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3937	cdee05ba-b02f-4136-90ee-0d59fdc18f1d	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3938	0e929926-da9f-4906-b6e7-4f186d0662ec	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3939	ef2b989d-2ba4-4592-bf4b-72faeb8317e4	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3940	2c102a8a-5938-4dd1-9df1-6911d4ab2815	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3941	b6c85c85-c0c1-41fe-95e6-a4bfb85621d2	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3942	6b8f5822-5006-49a9-ad70-675633e7130b	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3943	cb9a424b-022c-490a-a7df-9baebe213262	Prostate	0.104682538833041	Cosine	Pearson	Spearman	Original	TCGA
3944	faee3930-cde8-4048-a237-7679086f95ff	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3945	32bcfd31-46d9-47c5-ae31-330be41eea04	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3946	300fef02-2274-42d7-91c7-6bec7fc088c0	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3947	1139a595-c53a-4d8f-a4fc-8cbd0ba43402	Prostate	0.119778960087692	Cosine	Pearson	Spearman	Original	TCGA
3948	d31a8717-44b6-437c-8d6f-727f8bb12a65	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3949	c297ef24-c263-4dea-8130-8e960f57fbf5	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3950	b03f8d1c-c71d-4b85-aefc-92a87aaad3ec	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3951	976628c3-8b11-44e4-8d29-95dc3240aac7	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3952	26934c3b-da77-4e70-b182-f682e8f53b97	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3953	4c59ecec-481d-4aa5-bd97-a24d8dced571	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3954	61cb65b9-6ed3-46a0-9f0b-241dfe04326d	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3955	8264325f-f5bd-41df-8719-93d593a36e5b	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3956	dcc0ed0f-64e8-4f9e-9af6-cf8746bca464	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3957	cb1e15ea-5c12-436b-980a-31ed08aeb74a	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3958	94731795-89b9-4aa5-9287-86e78eaf725b	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3959	9723b8ae-1015-4c2b-b726-c8d1e9e0956b	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3960	b4da5d29-b297-4f3b-b22e-0dcdc7a4071a	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3961	720c3c11-1bbc-4993-b7bf-648d71250aa1	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3962	8a4e9f55-630f-4986-af28-9a9ac709ef26	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3963	46d21126-b099-453d-bc1d-850e0223d750	Prostate	0.00212756116747016	Cosine	Pearson	Spearman	Original	TCGA
3964	d77927dc-373a-4d5a-bdb7-cd9964aeab24	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3965	d97ea1d0-b8b5-46e6-8c23-658ad2793a3c	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3966	873cff5c-2080-4a53-9b74-b00bfcf52c63	Thyroid	0.767368667590726	Cosine	Pearson	Spearman	Original	TCGA
3967	3baef54f-f66e-48ef-8179-797fcc0a90e9	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3968	15752390-053c-43ea-894b-803593d1d8f6	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3969	62c1c55d-06fb-4c2c-9088-c6cbabaa79e5	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3970	650bb6b3-ebdc-4eae-be5d-14ddf268c03c	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3971	ed53b7c8-8fff-4b4d-8067-d00dd9663400	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3972	f13e50d3-d5dc-43b4-ae90-ab983d34462c	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3973	05fbe454-8a5e-431a-a79a-5c9bede0d8d7	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3974	48d19b1f-0415-4291-8818-9aa01303394d	Prostate	0.294999645762179	Cosine	Pearson	Spearman	Original	TCGA
3975	9e7c8587-4a7e-4aec-aee8-9796933ea560	Kidney	0.748516033126064	Cosine	Pearson	Spearman	Original	TCGA
3976	caaaf7bd-04b5-4d2e-a72c-2626476941f0	Kidney	0.712080372638807	Cosine	Pearson	Spearman	Original	TCGA
3977	c49fed8d-1027-4d6e-976a-4072fdcce8a9	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3978	b8905d4d-18cf-49aa-b745-5ce2caabaa78	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3979	683ca1a0-6d7d-46c1-aab6-24e679a2ee62	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3980	ec03be14-b319-4f10-8f2b-6ffcf41d64ec	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3981	54a80268-37c6-4447-8909-87f2f00b70b6	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3982	d515096c-5fab-4e3b-b6fa-bdac83ff11cf	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
3983	be0217cc-9ba4-4804-a573-5a45cc35da47	Thyroid	0.711864663984726	Cosine	Pearson	Spearman	Original	TCGA
